1448830686.663075,-0.012939,0.210022,1.036255
1448830686.743642,-0.012756,0.209595,1.043396
1448830686.825673,-0.012878,0.212158,1.027344
1448830686.906240,-0.015381,0.203247,1.025574
1448830686.986806,-0.016846,0.207764,1.018738
1448830687.068837,-0.016357,0.200928,1.034912
1448830687.149404,-0.016479,0.203796,1.052246
1448830687.229970,-0.017822,0.199524,1.052917
1448830687.312001,-0.020569,0.194336,1.042969
1448830687.392568,-0.024780,0.193298,1.012268
1448830687.473134,-0.028137,0.187866,1.015259
1448830687.555165,-0.024963,0.182556,1.036316
1448830687.635732,-0.021057,0.196777,1.040771
1448830687.716298,-0.014893,0.195740,1.052185
1448830687.798329,-0.013855,0.202148,1.049255
1448830687.878896,-0.016052,0.198730,1.039062
1448830687.959462,-0.022766,0.199036,1.021057
1448830688.041493,-0.028198,0.195251,1.021362
1448830688.122060,-0.030884,0.195435,1.036987
1448830688.202626,-0.030518,0.199524,1.042419
1448830688.284657,-0.025879,0.197327,1.053223
1448830688.365224,-0.021240,0.202148,1.042542
1448830688.445790,-0.017578,0.198853,1.029785
1448830688.527822,-0.015564,0.205017,1.020630
1448830688.608388,-0.017517,0.197693,1.031860
1448830688.688954,-0.019409,0.203979,1.035583
1448830688.770986,-0.018738,0.203186,1.052185
1448830688.851552,-0.019958,0.204346,1.064880
1448830688.932118,-0.019653,0.200745,1.042969
1448830689.014150,-0.017822,0.201660,0.997925
1448830689.094716,-0.015991,0.197388,1.001587
1448830689.175282,-0.020325,0.201233,1.019104
1448830689.257314,-0.022522,0.202209,1.023743
1448830689.337880,-0.025146,0.222412,1.108887
1448830689.418447,-0.038757,0.286133,1.548828
1448830689.500478,-0.042358,0.325134,1.654846
1448830689.581044,-0.029358,0.304321,1.373718
1448830689.663075,-0.021057,0.213806,1.201904
1448830689.743642,-0.016113,0.171753,0.873413
1448830689.824208,-0.003052,0.127686,0.626282
1448830689.904775,0.010559,0.095703,0.525635
1448830689.986806,0.008545,0.159668,0.601196
1448830690.067372,0.004456,0.160950,0.893250
1448830690.147939,0.014160,0.012329,1.079773
1448830690.228505,0.025818,-0.165039,1.116577
1448830690.310536,0.018494,0.042969,1.035950
1448830690.391103,-0.004456,0.082764,0.913574
1448830690.553700,-0.022705,-0.002502,0.771912
1448830690.634267,-0.028442,0.101685,0.704834
1448830690.714833,-0.021973,0.081604,0.881348
1448830690.796865,-0.015442,0.157898,1.030273
1448830690.877431,-0.017090,0.162292,1.136108
1448830690.957997,-0.017029,0.135132,1.184753
1448830691.040029,-0.017822,0.180969,1.123169
1448830691.120595,-0.018982,0.146423,1.118469
1448830691.201161,-0.016907,0.161499,1.138916
1448830691.363759,-0.018372,0.152771,1.202209
1448830691.444325,-0.022461,0.142944,1.131470
1448830691.526357,-0.027039,0.126343,1.091980
1448830691.606923,-0.036743,0.116516,1.066956
1448830691.687490,-0.037537,0.110168,1.044678
1448830691.769521,-0.033752,0.100952,1.066589
1448830691.850087,-0.022583,0.107666,1.081604
1448830691.930654,-0.012939,0.135498,1.126343
1448830692.012685,-0.020020,0.171387,1.517517
1448830692.093251,-0.043274,0.180542,1.837402
1448830692.173818,-0.034424,0.234131,1.491455
1448830692.255849,-0.012512,0.260376,1.099548
1448830692.336415,-0.010193,0.246033,0.752991
1448830692.416982,-0.009216,0.175903,0.601562
1448830692.499013,-0.009033,0.162170,0.523865
1448830692.579579,-0.018066,0.237244,0.553650
