1458512760.973588,0.653809,0.731873,-0.029419
1458512760.994096,0.652039,0.730652,-0.029602
1458512761.033647,0.656189,0.727722,-0.028625
1458512761.054155,0.654907,0.726807,-0.029907
1458512761.093705,0.657166,0.725769,-0.027588
1458512761.114213,0.659424,0.726624,-0.025879
1458512761.134721,0.658081,0.724915,-0.027283
1458512761.153764,0.658630,0.725830,-0.028870
1458512761.174272,0.656311,0.725342,-0.027344
1458512761.194780,0.659363,0.725891,-0.027527
1458512761.213823,0.656250,0.726685,-0.028442
1458512761.234330,0.657043,0.727844,-0.028748
1458512761.253373,0.653259,0.728149,-0.027954
1458512761.273881,0.653625,0.728760,-0.030396
1458512761.292924,0.654541,0.730835,-0.029663
1458512761.313432,0.654114,0.730164,-0.028503
1458512761.333940,0.652466,0.730713,-0.029175
1458512761.352983,0.651794,0.731995,-0.031494
1458512761.373491,0.650208,0.731628,-0.031799
1458512761.392534,0.650208,0.733398,-0.032410
1458512761.413041,0.651123,0.734619,-0.031921
1458512761.433549,0.649597,0.734253,-0.031372
1458512761.452592,0.648560,0.734863,-0.030090
1458512761.473100,0.648865,0.734924,-0.031555
1458512761.493608,0.647461,0.735535,-0.031494
1458512761.512651,0.647583,0.735107,-0.031067
1458512761.533159,0.646912,0.733093,-0.032715
1458512761.552202,0.650757,0.734497,-0.032043
1458512761.572709,0.649475,0.731934,-0.030518
1458512761.593217,0.651489,0.732239,-0.028748
1458512761.612260,0.651428,0.731812,-0.029785
1458512761.632768,0.651794,0.731567,-0.028381
1458512761.653276,0.653442,0.730164,-0.031311
1458512761.692827,0.654175,0.728516,-0.029297
1458512761.711869,0.656006,0.728577,-0.028809
1458512761.732377,0.657532,0.727173,-0.029297
1458512761.752885,0.655701,0.727234,-0.028259
1458512761.771928,0.654846,0.725647,-0.028687
1458512761.792436,0.654236,0.724915,-0.029175
1458512761.811479,0.656128,0.727173,-0.028564
1458512761.831987,0.658203,0.727722,-0.027954
1458512761.852494,0.655945,0.727844,-0.028259
