time,x-acceleration,y-acceleration,z-acceleration
0.000,0.097,-0.044,-0.939
0.020,0.099,-0.045,-0.948
0.040,0.098,-0.043,-0.946
0.060,0.100,-0.044,-0.945
0.080,0.099,-0.044,-0.944
0.100,0.099,-0.044,-0.944
0.120,0.098,-0.044,-0.946
0.140,0.100,-0.044,-0.947
0.160,0.101,-0.046,-0.945
0.180,0.100,-0.045,-0.946
0.200,0.099,-0.043,-0.944
0.220,0.099,-0.044,-0.945
0.240,0.098,-0.044,-0.945
0.260,0.099,-0.045,-0.943
0.280,0.100,-0.043,-0.946
0.300,0.099,-0.042,-0.946
0.320,0.098,-0.044,-0.946
0.340,0.098,-0.047,-0.943
0.360,0.099,-0.043,-0.946
0.380,0.100,-0.044,-0.947
0.400,0.098,-0.045,-0.945
0.420,0.099,-0.044,-0.944
0.440,0.099,-0.042,-0.946
0.460,0.100,-0.044,-0.945
0.480,0.099,-0.045,-0.946
0.500,0.100,-0.043,-0.945
0.520,0.099,-0.042,-0.945
0.540,0.099,-0.045,-0.947
0.560,0.099,-0.045,-0.946
0.580,0.100,-0.043,-0.945
0.600,0.099,-0.043,-0.946
0.620,0.100,-0.046,-0.946
0.640,0.100,-0.044,-0.945
0.660,0.100,-0.043,-0.946
0.680,0.098,-0.044,-0.946
0.700,0.099,-0.045,-0.945
0.720,0.100,-0.042,-0.946
0.740,0.098,-0.044,-0.946
0.760,0.098,-0.045,-0.946
0.780,0.099,-0.043,-0.946
0.800,0.099,-0.044,-0.944
0.820,0.097,-0.045,-0.944
0.840,0.099,-0.043,-0.944
0.860,0.100,-0.044,-0.947
0.880,0.100,-0.046,-0.948
0.900,0.099,-0.044,-0.947
0.920,0.098,-0.043,-0.946
0.940,0.097,-0.045,-0.946
0.960,0.099,-0.044,-0.946
0.980,0.099,-0.044,-0.947
1.000,0.098,-0.044,-0.943
1.020,0.098,-0.045,-0.945
1.040,0.098,-0.045,-0.945
1.060,0.098,-0.044,-0.946
1.080,0.098,-0.043,-0.945
1.100,0.098,-0.043,-0.945
1.120,0.099,-0.044,-0.944
1.140,0.098,-0.045,-0.946
1.160,0.100,-0.043,-0.945
1.180,0.098,-0.043,-0.944
1.200,0.098,-0.044,-0.945
1.220,0.098,-0.043,-0.946
1.240,0.100,-0.043,-0.946
1.260,0.101,-0.043,-0.947
1.280,0.101,-0.043,-0.947
1.300,0.099,-0.044,-0.945
1.320,0.100,-0.045,-0.945
1.340,0.099,-0.043,-0.945
1.360,0.099,-0.045,-0.945
1.380,0.100,-0.045,-0.946
1.400,0.100,-0.044,-0.945
1.420,0.099,-0.043,-0.946
1.440,0.098,-0.044,-0.945
1.460,0.100,-0.045,-0.946
1.480,0.099,-0.043,-0.945
1.500,0.098,-0.045,-0.945
1.520,0.098,-0.044,-0.942
1.540,0.097,-0.044,-0.941
1.560,0.101,-0.044,-0.954
1.580,0.098,-0.042,-0.942
1.600,0.099,-0.045,-0.946
1.620,0.099,-0.046,-0.946
1.640,0.099,-0.044,-0.941
1.660,0.100,-0.044,-0.950
1.680,0.097,-0.044,-0.943
1.700,0.098,-0.045,-0.946
1.720,0.100,-0.045,-0.946
1.740,0.098,-0.043,-0.946
1.760,0.099,-0.045,-0.946
1.780,0.099,-0.047,-0.945
1.800,0.099,-0.043,-0.946
1.820,0.098,-0.045,-0.945
1.840,0.099,-0.045,-0.945
1.860,0.099,-0.043,-0.947
1.880,0.099,-0.042,-0.946
1.900,0.099,-0.044,-0.944
1.920,0.098,-0.046,-0.943
1.940,0.098,-0.045,-0.946
1.960,0.100,-0.041,-0.947
1.980,0.099,-0.044,-0.944
2.000,0.097,-0.046,-0.945
2.020,0.100,-0.045,-0.946
2.040,0.098,-0.044,-0.944
2.060,0.098,-0.045,-0.943
2.080,0.099,-0.046,-0.945
2.100,0.099,-0.043,-0.944
2.120,0.100,-0.044,-0.949
2.140,0.098,-0.044,-0.943
2.160,0.096,-0.042,-0.948
2.180,0.091,-0.041,-0.946
2.200,0.088,-0.036,-0.958
2.220,0.084,-0.026,-0.958
2.240,0.086,-0.027,-0.969
2.260,0.093,-0.023,-0.939
2.280,0.075,-0.007,-0.960
2.300,0.068,0.001,-0.940
2.320,0.068,-0.010,-0.934
2.340,0.077,-0.027,-0.961
2.360,0.095,-0.058,-0.945
2.380,0.125,-0.110,-0.947
2.400,0.098,-0.110,-0.951
2.420,0.091,-0.071,-0.932
2.440,0.111,-0.069,-0.934
2.460,0.116,-0.066,-0.947
2.480,0.113,-0.065,-0.936
2.500,0.118,-0.071,-0.931
2.520,0.128,-0.079,-0.925
2.540,0.143,-0.059,-0.948
2.560,0.154,-0.026,-0.943
2.580,0.168,-0.038,-0.922
2.600,0.174,-0.046,-0.936
2.620,0.147,-0.057,-0.923
2.640,0.139,-0.052,-0.916
2.660,0.168,-0.071,-0.914
2.680,0.151,-0.087,-0.927
2.700,0.129,-0.095,-0.922
2.720,0.137,-0.098,-0.927
2.740,0.171,-0.080,-0.942
2.760,0.144,-0.037,-0.929
2.780,0.131,-0.032,-0.923
2.800,0.155,-0.046,-0.942
2.820,0.131,-0.058,-0.941
2.840,0.119,-0.083,-0.939
2.860,0.135,-0.090,-0.945
2.880,0.146,-0.083,-0.950
2.900,0.068,-0.021,-0.905
2.920,0.133,-0.030,-0.913
2.940,0.171,-0.078,-0.952
2.960,0.146,-0.066,-0.938
2.980,0.129,-0.064,-0.930
3.000,0.123,-0.057,-0.946
3.020,0.134,-0.056,-0.931
3.040,0.117,-0.054,-0.939
3.060,0.126,-0.052,-0.934
3.080,0.102,-0.065,-0.929
3.100,0.123,-0.078,-0.946
3.120,0.129,-0.061,-0.943
3.140,0.109,-0.042,-0.955
3.160,0.093,-0.011,-0.942
3.180,0.078,-0.019,-0.941
3.200,0.076,-0.049,-0.968
3.220,0.075,-0.047,-0.951
3.240,0.054,-0.013,-0.956
3.260,0.050,-0.014,-0.955
3.280,0.062,-0.024,-0.955
3.300,0.061,-0.029,-0.958
3.320,0.070,-0.031,-0.953
3.340,0.078,-0.033,-0.949
3.360,0.084,-0.035,-0.949
3.380,0.093,-0.037,-0.950
3.400,0.094,-0.041,-0.947
3.420,0.101,-0.047,-0.943
3.440,0.113,-0.047,-0.939
3.460,0.133,-0.063,-0.935
3.480,0.141,-0.061,-0.933
3.500,0.152,-0.066,-0.930
3.520,0.162,-0.075,-0.922
3.540,0.167,-0.076,-0.924
3.560,0.173,-0.080,-0.916
3.580,0.186,-0.086,-0.912
3.600,0.199,-0.090,-0.911
3.620,0.200,-0.091,-0.907
3.640,0.198,-0.089,-0.908
3.660,0.201,-0.088,-0.905
3.680,0.205,-0.087,-0.910
3.700,0.193,-0.091,-0.910
3.720,0.190,-0.089,-0.914
3.740,0.191,-0.078,-0.920
3.760,0.168,-0.073,-0.919
3.780,0.160,-0.075,-0.922
3.800,0.156,-0.073,-0.927
3.820,0.144,-0.065,-0.936
3.840,0.141,-0.064,-0.939
3.860,0.130,-0.055,-0.930
3.880,0.137,-0.063,-0.934
3.900,0.151,-0.068,-0.941
3.920,0.156,-0.073,-0.935
3.940,0.154,-0.071,-0.933
3.960,0.120,-0.054,-0.910
3.980,0.200,-0.082,-0.930
4.000,0.173,-0.077,-0.914
4.020,0.183,-0.087,-0.922
4.040,0.193,-0.090,-0.915
4.060,0.200,-0.090,-0.911
4.080,0.209,-0.093,-0.910
4.100,0.215,-0.098,-0.905
4.120,0.222,-0.101,-0.899
4.140,0.230,-0.103,-0.899
4.160,0.239,-0.108,-0.890
4.180,0.253,-0.114,-0.886
4.200,0.249,-0.116,-0.878
4.220,0.255,-0.120,-0.882
4.240,0.251,-0.114,-0.883
4.260,0.256,-0.111,-0.879
4.280,0.268,-0.121,-0.883
4.300,0.254,-0.117,-0.872
4.320,0.272,-0.121,-0.876
4.340,0.268,-0.120,-0.869
4.360,0.275,-0.131,-0.875
4.380,0.281,-0.134,-0.877
4.400,0.274,-0.129,-0.868
4.420,0.302,-0.141,-0.866
4.440,0.291,-0.134,-0.866
4.460,0.276,-0.117,-0.887
4.480,0.250,-0.133,-0.911
4.500,0.289,-0.130,-0.911
4.520,0.025,-0.178,-0.591
4.540,0.038,-0.178,-0.515
4.560,0.281,-0.172,-1.146
4.580,0.372,-0.178,-1.328
4.600,0.380,-0.196,-1.274
4.620,0.362,-0.182,-1.279
4.640,0.376,-0.169,-1.281
4.660,0.384,-0.170,-1.281
4.680,0.364,-0.159,-1.285
4.700,0.370,-0.162,-1.289
4.720,0.364,-0.164,-1.288
4.740,0.378,-0.171,-1.272
4.760,0.396,-0.190,-1.281
4.780,0.417,-0.211,-1.302
4.800,0.425,-0.224,-1.290
4.820,0.441,-0.235,-1.270
4.840,0.457,-0.244,-1.251
4.860,0.464,-0.249,-1.223
4.880,0.470,-0.256,-1.195
4.900,0.486,-0.268,-1.185
4.920,0.508,-0.286,-1.187
4.940,0.506,-0.290,-1.181
4.960,0.518,-0.292,-1.146
4.980,0.520,-0.290,-1.098
5.000,0.506,-0.286,-1.041
5.020,0.507,-0.296,-0.989
5.040,0.541,-0.314,-0.962
5.060,0.583,-0.335,-0.935
5.080,0.582,-0.339,-0.895
5.100,0.533,-0.323,-0.839
5.120,0.518,-0.305,-0.749
5.140,0.547,-0.307,-0.629
5.160,0.529,-0.304,-0.570
5.180,0.498,-0.297,-0.477
5.200,0.494,-0.290,-0.400
5.220,0.465,-0.274,-0.314
5.240,0.417,-0.239,-0.246
5.260,0.383,-0.205,-0.241
5.280,0.446,-0.235,-0.159
5.300,0.448,-0.222,-0.122
5.320,0.427,-0.207,-0.059
5.340,0.417,-0.185,-0.030
5.360,0.454,-0.198,0.056
5.380,0.442,-0.197,0.113
5.400,0.242,-0.099,0.103
5.420,0.137,-0.050,0.180
5.440,-0.010,0.028,0.226
5.460,0.001,0.019,0.242
5.480,-0.207,0.109,0.230
5.500,-0.294,0.154,0.238
5.520,-0.400,0.216,0.295
5.540,-0.489,0.258,0.272
5.560,-0.551,0.306,0.335
5.580,-0.539,0.289,0.361
5.600,-0.603,0.325,0.361
5.620,-0.759,0.405,0.399
5.640,-0.788,0.421,0.442
5.660,-0.867,0.453,0.481
5.680,-0.865,0.459,0.557
5.700,-0.855,0.467,0.619
5.720,-0.894,0.483,0.602
5.740,-0.869,0.480,0.677
5.760,-0.926,0.516,0.655
5.780,-1.015,0.573,0.614
5.800,-1.024,0.571,0.587
5.820,-1.062,0.607,0.470
5.840,-1.026,0.581,0.440
5.860,-0.964,0.539,0.440
5.880,-0.855,0.478,0.439
5.900,-0.780,0.420,0.441
5.920,-0.773,0.400,0.434
5.940,-0.778,0.397,0.435
5.960,-0.795,0.387,0.433
5.980,-0.846,0.402,0.444
6.000,-0.891,0.430,0.474
6.020,-0.935,0.454,0.457
6.040,-0.957,0.458,0.470
6.060,-0.981,0.475,0.482
6.080,-0.989,0.483,0.493
6.100,-1.017,0.489,0.469
6.120,-1.022,0.482,0.475
6.140,-1.000,0.466,0.467
6.160,-0.982,0.448,0.453
6.180,-0.981,0.442,0.447
6.200,-0.983,0.434,0.431
6.220,-0.965,0.420,0.408
6.240,-0.967,0.417,0.390
6.260,-0.973,0.422,0.379
6.280,-0.962,0.428,0.368
6.300,-0.952,0.438,0.364
6.320,-0.949,0.451,0.359
6.340,-0.950,0.461,0.358
6.360,-0.945,0.464,0.364
6.380,-0.945,0.468,0.373
6.400,-0.938,0.469,0.375
6.420,-0.948,0.477,0.373
6.440,-0.972,0.486,0.368
6.460,-0.991,0.489,0.362
6.480,-0.997,0.485,0.360
6.500,-0.972,0.468,0.366
6.520,-0.923,0.441,0.374
6.540,-0.875,0.417,0.374
6.560,-0.846,0.410,0.373
6.580,-0.838,0.411,0.364
6.600,-0.822,0.408,0.352
6.620,-0.831,0.416,0.344
6.640,-0.853,0.432,0.347
6.660,-0.858,0.444,0.356
6.680,-0.854,0.449,0.369
6.700,-0.874,0.465,0.388
6.720,-0.945,0.500,0.415
6.740,-1.047,0.544,0.447
6.760,-1.199,0.610,0.494
6.780,-1.344,0.663,0.544
6.800,-1.496,0.722,0.550
6.820,-1.579,0.758,0.569
6.840,-1.587,0.758,0.578
6.860,-1.617,0.770,0.561
6.880,-1.557,0.761,0.547
6.900,-1.422,0.715,0.516
6.920,-1.357,0.686,0.482
6.940,-1.371,0.694,0.476
6.960,-1.263,0.651,0.456
6.980,-1.111,0.576,0.461
7.000,-1.129,0.576,0.455
7.020,-1.126,0.569,0.418
7.040,-1.126,0.560,0.377
7.060,-1.116,0.548,0.335
7.080,-1.133,0.552,0.318
7.100,-1.103,0.540,0.314
7.120,-0.999,0.490,0.293
7.140,-1.021,0.510,0.307
7.160,-0.954,0.498,0.305
7.180,-0.869,0.468,0.300
7.200,-0.888,0.476,0.320
7.220,-0.867,0.452,0.310
7.240,-0.809,0.408,0.261
7.260,-0.830,0.407,0.266
7.280,-0.749,0.349,0.223
7.300,-0.865,0.397,0.200
7.320,-0.718,0.315,0.089
7.340,-0.562,0.252,0.075
7.360,-0.342,0.123,0.164
7.380,0.084,-0.071,0.126
7.400,0.032,0.040,0.161
7.420,-0.074,0.035,0.258
7.440,-0.286,0.161,0.107
7.460,-0.262,0.076,-0.067
7.480,-0.146,0.013,0.016
7.500,-0.137,-0.062,0.135
7.520,-0.197,0.039,0.044
7.540,-0.483,0.213,0.131
7.560,-0.647,0.306,0.105
