time,x-acceleration,y-acceleration,z-acceleration
0.000,0.695,-0.488,-0.119
0.020,0.702,-0.493,-0.121
0.040,0.699,-0.493,-0.119
0.060,0.701,-0.494,-0.120
0.080,0.701,-0.496,-0.122
0.100,0.702,-0.493,-0.120
0.120,0.701,-0.494,-0.122
0.140,0.701,-0.494,-0.122
0.160,0.702,-0.493,-0.121
0.180,0.700,-0.493,-0.121
0.200,0.701,-0.494,-0.119
0.220,0.699,-0.494,-0.118
0.240,0.700,-0.492,-0.120
0.260,0.701,-0.494,-0.121
0.280,0.702,-0.493,-0.121
0.300,0.700,-0.492,-0.121
0.320,0.701,-0.495,-0.122
0.340,0.702,-0.491,-0.119
0.360,0.698,-0.494,-0.119
0.380,0.702,-0.493,-0.122
0.400,0.703,-0.494,-0.123
0.420,0.700,-0.493,-0.121
0.440,0.698,-0.491,-0.120
0.460,0.701,-0.493,-0.121
0.480,0.702,-0.494,-0.122
0.500,0.703,-0.494,-0.121
0.520,0.701,-0.492,-0.119
0.540,0.700,-0.492,-0.120
0.560,0.699,-0.492,-0.120
0.580,0.702,-0.494,-0.122
0.600,0.702,-0.495,-0.122
0.620,0.704,-0.494,-0.123
0.640,0.701,-0.494,-0.120
0.660,0.700,-0.493,-0.119
0.680,0.701,-0.492,-0.120
0.700,0.702,-0.493,-0.122
0.720,0.700,-0.493,-0.122
0.740,0.699,-0.492,-0.119
0.760,0.701,-0.492,-0.121
0.780,0.702,-0.495,-0.123
0.800,0.701,-0.494,-0.120
0.820,0.700,-0.492,-0.120
0.840,0.699,-0.492,-0.119
0.860,0.702,-0.494,-0.122
0.880,0.701,-0.495,-0.122
0.900,0.700,-0.493,-0.123
0.920,0.701,-0.493,-0.121
0.940,0.702,-0.494,-0.121
0.960,0.702,-0.493,-0.121
0.980,0.701,-0.493,-0.122
1.000,0.701,-0.494,-0.122
1.020,0.701,-0.493,-0.121
1.040,0.700,-0.493,-0.121
1.060,0.701,-0.494,-0.121
1.080,0.701,-0.492,-0.123
1.100,0.701,-0.493,-0.122
1.120,0.700,-0.493,-0.121
1.140,0.700,-0.493,-0.121
1.160,0.700,-0.494,-0.120
1.180,0.701,-0.493,-0.121
1.200,0.700,-0.493,-0.120
1.220,0.699,-0.494,-0.122
1.240,0.701,-0.494,-0.120
1.260,0.703,-0.493,-0.120
1.280,0.701,-0.493,-0.120
1.300,0.703,-0.494,-0.120
1.320,0.701,-0.494,-0.121
1.340,0.701,-0.493,-0.120
1.360,0.701,-0.493,-0.122
1.380,0.700,-0.494,-0.120
1.400,0.700,-0.494,-0.120
1.420,0.701,-0.493,-0.120
1.440,0.701,-0.494,-0.120
1.460,0.701,-0.493,-0.120
1.480,0.700,-0.492,-0.119
1.500,0.700,-0.494,-0.120
1.520,0.701,-0.493,-0.122
1.540,0.702,-0.492,-0.121
1.560,0.700,-0.493,-0.120
1.580,0.702,-0.493,-0.121
1.600,0.703,-0.494,-0.122
1.620,0.702,-0.494,-0.121
1.640,0.702,-0.494,-0.122
1.660,0.700,-0.493,-0.122
1.680,0.701,-0.494,-0.121
1.700,0.701,-0.493,-0.120
1.720,0.699,-0.492,-0.121
1.740,0.699,-0.493,-0.120
1.760,0.700,-0.493,-0.121
1.780,0.701,-0.494,-0.120
1.800,0.702,-0.493,-0.120
1.820,0.700,-0.494,-0.120
1.840,0.700,-0.493,-0.121
1.860,0.698,-0.493,-0.121
1.880,0.701,-0.492,-0.121
1.900,0.701,-0.493,-0.120
1.920,0.702,-0.494,-0.119
1.940,0.701,-0.494,-0.119
1.960,0.701,-0.494,-0.120
1.980,0.703,-0.494,-0.120
2.000,0.699,-0.493,-0.120
2.020,0.700,-0.492,-0.121
2.040,0.700,-0.492,-0.120
2.060,0.701,-0.493,-0.120
2.080,0.700,-0.492,-0.123
2.100,0.700,-0.493,-0.122
2.120,0.702,-0.496,-0.121
2.140,0.701,-0.494,-0.121
2.160,0.701,-0.493,-0.121
2.180,0.701,-0.494,-0.121
2.200,0.701,-0.494,-0.121
