time,x-acceleration,y-acceleration,z-acceleration
0.000,-0.854,0.431,0.571
0.020,-0.862,0.435,0.576
0.040,-0.860,0.436,0.575
0.060,-0.859,0.435,0.574
0.080,-0.860,0.435,0.575
0.100,-0.859,0.435,0.574
0.120,-0.860,0.435,0.575
0.140,-0.859,0.435,0.575
0.160,-0.860,0.434,0.573
0.180,-0.860,0.435,0.575
0.200,-0.859,0.436,0.575
0.220,-0.860,0.435,0.576
0.240,-0.861,0.434,0.576
0.260,-0.859,0.433,0.574
0.280,-0.859,0.434,0.574
0.300,-0.860,0.435,0.575
0.320,-0.859,0.435,0.576
0.340,-0.859,0.434,0.575
0.360,-0.860,0.434,0.574
0.380,-0.859,0.433,0.575
0.400,-0.861,0.434,0.575
0.420,-0.860,0.435,0.574
0.440,-0.860,0.434,0.575
0.460,-0.860,0.434,0.574
0.480,-0.859,0.435,0.574
0.500,-0.860,0.434,0.575
0.520,-0.861,0.432,0.575
0.540,-0.858,0.433,0.575
0.560,-0.859,0.435,0.574
0.580,-0.859,0.436,0.576
0.600,-0.861,0.435,0.577
0.620,-0.862,0.435,0.576
0.640,-0.859,0.432,0.572
0.660,-0.861,0.435,0.575
0.680,-0.858,0.436,0.575
0.700,-0.859,0.435,0.575
0.720,-0.862,0.432,0.575
0.740,-0.860,0.434,0.575
0.760,-0.859,0.435,0.576
0.780,-0.860,0.435,0.575
0.800,-0.858,0.432,0.574
0.820,-0.859,0.434,0.575
0.840,-0.860,0.434,0.574
0.860,-0.860,0.435,0.576
0.880,-0.860,0.436,0.578
0.900,-0.860,0.434,0.577
0.920,-0.859,0.435,0.575
0.940,-0.859,0.434,0.577
0.960,-0.857,0.432,0.574
0.980,-0.861,0.434,0.578
1.000,-0.858,0.434,0.574
1.020,-0.860,0.435,0.574
1.040,-0.860,0.434,0.575
1.060,-0.860,0.434,0.575
1.080,-0.859,0.434,0.577
1.100,-0.860,0.436,0.576
1.120,-0.860,0.435,0.574
1.140,-0.859,0.434,0.575
1.160,-0.860,0.432,0.575
1.180,-0.857,0.434,0.573
1.200,-0.859,0.435,0.575
1.220,-0.859,0.433,0.575
1.240,-0.860,0.435,0.575
1.260,-0.861,0.437,0.576
1.280,-0.860,0.435,0.576
1.300,-0.859,0.433,0.575
1.320,-0.858,0.435,0.575
1.340,-0.859,0.432,0.575
1.360,-0.858,0.432,0.573
1.380,-0.858,0.435,0.574
1.400,-0.862,0.436,0.578
1.420,-0.859,0.434,0.575
1.440,-0.861,0.435,0.574
1.460,-0.861,0.435,0.576
1.480,-0.859,0.433,0.574
1.500,-0.862,0.435,0.577
1.520,-0.858,0.434,0.574
1.540,-0.859,0.435,0.577
1.560,-0.859,0.434,0.575
1.580,-0.861,0.433,0.575
1.600,-0.858,0.434,0.574
1.620,-0.858,0.435,0.576
1.640,-0.859,0.433,0.576
1.660,-0.861,0.433,0.576
1.680,-0.858,0.436,0.576
1.700,-0.860,0.435,0.577
1.720,-0.860,0.433,0.575
1.740,-0.860,0.433,0.575
1.760,-0.860,0.434,0.575
1.780,-0.861,0.434,0.576
1.800,-0.860,0.433,0.575
1.820,-0.860,0.435,0.575
1.840,-0.860,0.435,0.574
1.860,-0.860,0.435,0.577
1.880,-0.860,0.432,0.575
1.900,-0.860,0.433,0.576
1.920,-0.861,0.435,0.575
1.940,-0.859,0.435,0.575
1.960,-0.860,0.434,0.576
1.980,-0.858,0.433,0.575
2.000,-0.860,0.434,0.575
2.020,-0.858,0.435,0.574
2.040,-0.859,0.436,0.575
2.060,-0.858,0.434,0.575
2.080,-0.859,0.433,0.574
2.100,-0.859,0.433,0.576
2.120,-0.859,0.434,0.577
2.140,-0.860,0.435,0.577
2.160,-0.858,0.435,0.576
2.180,-0.861,0.435,0.576
2.200,-0.859,0.435,0.575
2.220,-0.860,0.435,0.575
2.240,-0.858,0.434,0.576
2.260,-0.859,0.435,0.577
2.280,-0.860,0.434,0.577
2.300,-0.859,0.433,0.576
2.320,-0.861,0.434,0.576
2.340,-0.860,0.434,0.577
2.360,-0.859,0.435,0.575
2.380,-0.860,0.436,0.576
2.400,-0.859,0.434,0.577
2.420,-0.859,0.432,0.574
2.440,-0.859,0.432,0.575
2.460,-0.860,0.434,0.576
2.480,-0.862,0.436,0.578
2.500,-0.861,0.434,0.574
2.520,-0.860,0.434,0.575
2.540,-0.860,0.433,0.574
2.560,-0.860,0.434,0.576
2.580,-0.859,0.434,0.575
2.600,-0.859,0.434,0.574
2.620,-0.859,0.438,0.577
2.640,-0.859,0.436,0.575
2.660,-0.862,0.433,0.576
2.680,-0.861,0.432,0.575
2.700,-0.859,0.435,0.575
2.720,-0.859,0.435,0.574
2.740,-0.861,0.434,0.575
2.760,-0.861,0.432,0.576
2.780,-0.860,0.435,0.576
2.800,-0.859,0.435,0.577
2.820,-0.859,0.434,0.576
2.840,-0.859,0.434,0.576
2.860,-0.859,0.434,0.575
2.880,-0.858,0.434,0.577
2.900,-0.857,0.436,0.575
2.920,-0.859,0.433,0.576
2.940,-0.858,0.434,0.576
2.960,-0.859,0.435,0.575
2.980,-0.860,0.435,0.575
3.000,-0.860,0.433,0.577
3.020,-0.859,0.434,0.575
3.040,-0.860,0.438,0.577
3.060,-0.859,0.434,0.576
3.080,-0.858,0.434,0.574
3.100,-0.859,0.432,0.574
3.120,-0.860,0.434,0.576
3.140,-0.859,0.434,0.575
3.160,-0.858,0.436,0.575
3.180,-0.857,0.434,0.574
3.200,-0.864,0.432,0.578
3.220,-0.857,0.433,0.572
3.240,-0.861,0.440,0.581
3.260,-0.859,0.435,0.577
3.280,-0.860,0.431,0.573
3.300,-0.862,0.433,0.576
3.320,-0.859,0.435,0.573
3.340,-0.860,0.436,0.577
3.360,-0.861,0.434,0.576
3.380,-0.858,0.432,0.574
3.400,-0.860,0.434,0.577
3.420,-0.859,0.435,0.575
3.440,-0.860,0.433,0.577
3.460,-0.858,0.432,0.574
3.480,-0.861,0.436,0.577
3.500,-0.859,0.436,0.578
3.520,-0.859,0.434,0.575
3.540,-0.861,0.433,0.577
3.560,-0.858,0.433,0.575
3.580,-0.860,0.435,0.577
3.600,-0.858,0.434,0.576
3.620,-0.858,0.433,0.576
3.640,-0.859,0.433,0.575
3.660,-0.859,0.435,0.576
3.680,-0.860,0.434,0.576
3.700,-0.859,0.434,0.576
3.720,-0.861,0.435,0.577
3.740,-0.860,0.434,0.575
3.760,-0.858,0.432,0.575
3.780,-0.859,0.436,0.574
3.800,-0.858,0.435,0.576
3.820,-0.861,0.433,0.577
3.840,-0.859,0.435,0.575
3.860,-0.859,0.436,0.576
3.880,-0.859,0.435,0.576
3.900,-0.858,0.432,0.580
3.920,-0.856,0.433,0.581
3.940,-0.855,0.433,0.579
3.960,-0.858,0.435,0.579
3.980,-0.855,0.432,0.583
4.000,-0.850,0.428,0.574
4.020,-0.858,0.428,0.580
4.040,-0.861,0.438,0.583
4.060,-0.853,0.443,0.578
4.080,-0.861,0.437,0.577
4.100,-0.862,0.426,0.569
4.120,-0.865,0.434,0.566
4.140,-0.862,0.444,0.568
4.160,-0.883,0.437,0.563
4.180,-0.865,0.428,0.559
4.200,-0.865,0.444,0.564
4.220,-0.876,0.452,0.550
4.240,-0.868,0.428,0.542
4.260,-0.877,0.453,0.551
4.280,-0.870,0.451,0.558
4.300,-0.875,0.434,0.562
4.320,-0.876,0.431,0.556
4.340,-0.871,0.438,0.558
4.360,-0.867,0.442,0.562
4.380,-0.869,0.441,0.565
4.400,-0.866,0.437,0.563
4.420,-0.866,0.435,0.566
4.440,-0.864,0.437,0.568
4.460,-0.866,0.441,0.562
4.480,-0.866,0.437,0.558
4.500,-0.870,0.434,0.565
4.520,-0.866,0.437,0.569
4.540,-0.859,0.437,0.569
4.560,-0.859,0.438,0.575
4.580,-0.859,0.433,0.577
4.600,-0.858,0.429,0.578
4.620,-0.854,0.431,0.583
4.640,-0.852,0.434,0.585
4.660,-0.851,0.431,0.587
4.680,-0.845,0.429,0.594
4.700,-0.841,0.432,0.598
4.720,-0.840,0.428,0.600
4.740,-0.846,0.425,0.602
4.760,-0.845,0.427,0.600
4.780,-0.844,0.430,0.596
4.800,-0.845,0.429,0.595
4.820,-0.850,0.429,0.599
4.840,-0.848,0.429,0.596
4.860,-0.845,0.429,0.595
4.880,-0.848,0.431,0.591
4.900,-0.850,0.431,0.583
4.920,-0.856,0.432,0.578
4.940,-0.859,0.435,0.575
4.960,-0.864,0.437,0.574
4.980,-0.861,0.434,0.575
5.000,-0.868,0.436,0.570
5.020,-0.864,0.439,0.571
5.040,-0.859,0.436,0.572
5.060,-0.860,0.432,0.578
5.080,-0.860,0.429,0.581
5.100,-0.860,0.436,0.577
5.120,-0.856,0.434,0.583
5.140,-0.855,0.433,0.586
5.160,-0.856,0.431,0.590
5.180,-0.853,0.431,0.591
5.200,-0.849,0.430,0.589
5.220,-0.853,0.434,0.588
5.240,-0.845,0.429,0.585
5.260,-0.864,0.424,0.586
5.280,-0.849,0.426,0.592
5.300,-0.851,0.427,0.598
5.320,-0.849,0.438,0.604
5.340,-0.827,0.426,0.615
5.360,-0.827,0.417,0.629
5.380,-0.816,0.416,0.630
5.400,-0.810,0.415,0.643
5.420,-0.809,0.411,0.644
5.440,-0.810,0.407,0.633
5.460,-0.816,0.417,0.639
5.480,-0.810,0.420,0.652
5.500,-0.801,0.417,0.657
5.520,-0.804,0.418,0.673
5.540,-0.775,0.399,0.678
5.560,-0.774,0.389,0.697
5.580,-0.772,0.379,0.701
5.600,-0.766,0.387,0.709
5.620,-0.753,0.399,0.703
5.640,-0.759,0.408,0.717
5.660,-0.770,0.390,0.712
5.680,-0.772,0.380,0.683
5.700,-0.803,0.418,0.711
5.720,-0.851,0.425,0.747
5.740,-0.638,0.346,0.482
5.760,-0.449,0.442,0.438
5.780,-0.371,0.300,0.169
5.800,-0.330,0.284,0.199
5.820,-0.844,0.475,0.663
5.840,-1.002,0.504,0.853
5.860,-1.196,0.574,0.927
5.880,-1.118,0.555,0.788
5.900,-1.062,0.521,0.757
5.920,-1.000,0.489,0.752
5.940,-0.974,0.479,0.742
5.960,-1.064,0.514,0.755
5.980,-1.096,0.524,0.779
6.000,-1.062,0.508,0.751
6.020,-1.044,0.500,0.719
6.040,-1.043,0.502,0.715
6.060,-1.060,0.510,0.736
6.080,-1.002,0.480,0.694
6.100,-0.996,0.477,0.694
6.120,-0.965,0.459,0.677
6.140,-0.900,0.433,0.624
6.160,-0.825,0.406,0.564
6.180,-0.710,0.360,0.493
6.200,-0.599,0.309,0.419
6.220,-0.507,0.266,0.338
6.240,-0.452,0.246,0.299
6.260,-0.453,0.248,0.294
6.280,-0.454,0.255,0.285
6.300,-0.445,0.259,0.286
6.320,-0.411,0.244,0.261
6.340,-0.413,0.239,0.255
6.360,-0.462,0.264,0.286
6.380,-0.560,0.312,0.346
6.400,-0.677,0.370,0.427
6.420,-0.767,0.410,0.487
6.440,-0.818,0.428,0.504
6.460,-0.883,0.459,0.526
6.480,-0.958,0.489,0.560
6.500,-1.004,0.499,0.578
6.520,-0.983,0.488,0.563
6.540,-0.982,0.486,0.556
6.560,-0.995,0.488,0.553
6.580,-1.019,0.496,0.551
6.600,-1.026,0.498,0.536
6.620,-1.013,0.492,0.507
6.640,-0.992,0.487,0.472
6.660,-0.984,0.486,0.458
6.680,-0.963,0.477,0.442
6.700,-0.912,0.455,0.423
6.720,-0.908,0.454,0.421
6.740,-0.927,0.466,0.427
6.760,-0.951,0.483,0.441
6.780,-0.949,0.486,0.440
6.800,-0.942,0.483,0.440
6.820,-0.916,0.470,0.428
6.840,-0.894,0.457,0.420
6.860,-0.895,0.456,0.426
6.880,-0.891,0.456,0.430
6.900,-0.885,0.452,0.432
6.920,-0.882,0.455,0.432
6.940,-0.910,0.472,0.452
6.960,-0.888,0.461,0.443
6.980,-0.888,0.458,0.441
7.000,-0.922,0.470,0.455
7.020,-0.921,0.469,0.455
7.040,-0.911,0.465,0.453
7.060,-0.923,0.466,0.457
7.080,-0.934,0.471,0.462
7.100,-0.943,0.478,0.464
7.120,-0.942,0.476,0.461
7.140,-0.931,0.470,0.450
7.160,-0.931,0.469,0.443
7.180,-0.933,0.467,0.440
7.200,-0.943,0.469,0.445
7.220,-0.951,0.471,0.447
7.240,-0.953,0.469,0.441
7.260,-0.941,0.465,0.432
7.280,-0.933,0.461,0.424
7.300,-0.941,0.463,0.426
7.320,-0.949,0.466,0.426
7.340,-0.934,0.461,0.412
7.360,-0.940,0.465,0.414
7.380,-0.940,0.468,0.416
7.400,-0.941,0.472,0.419
7.420,-0.941,0.474,0.423
7.440,-0.935,0.471,0.422
7.460,-0.935,0.470,0.427
7.480,-0.938,0.473,0.431
7.500,-0.952,0.482,0.440
7.520,-0.976,0.494,0.455
7.540,-1.013,0.513,0.484
7.560,-1.045,0.531,0.487
7.580,-1.098,0.554,0.512
7.600,-1.118,0.561,0.518
7.620,-1.111,0.552,0.503
7.640,-1.133,0.558,0.501
7.660,-1.222,0.600,0.530
7.680,-1.220,0.604,0.528
7.700,-1.219,0.608,0.530
7.720,-1.234,0.612,0.532
7.740,-1.250,0.607,0.512
7.760,-1.250,0.597,0.506
7.780,-1.199,0.572,0.487
7.800,-1.113,0.536,0.451
7.820,-1.076,0.525,0.439
7.840,-1.072,0.526,0.438
7.860,-1.098,0.530,0.442
7.880,-1.131,0.531,0.445
7.900,-1.116,0.513,0.444
7.920,-1.042,0.476,0.421
7.940,-1.022,0.459,0.411
7.960,-1.023,0.457,0.406
7.980,-0.983,0.447,0.385
8.000,-0.942,0.437,0.355
8.020,-0.903,0.427,0.327
8.040,-0.810,0.390,0.285
8.060,-0.681,0.332,0.205
8.080,-0.611,0.297,0.148
8.100,-0.551,0.258,0.099
8.120,-0.472,0.216,0.047
8.140,-0.351,0.148,-0.004
8.160,-0.086,0.035,-0.129
8.180,-0.212,0.117,0.040
8.200,-0.476,0.229,0.171
8.220,-0.153,0.104,0.148
8.240,-0.280,0.140,0.024
8.260,-0.497,0.243,0.160
8.280,-0.566,0.250,0.243
8.300,-0.627,0.268,0.219
8.320,-0.668,0.294,0.287
8.340,-0.786,0.349,0.333
8.360,-0.996,0.460,0.369
8.380,-1.018,0.462,0.366
8.400,-1.029,0.465,0.405
8.420,-1.081,0.514,0.444
8.440,-1.117,0.535,0.459
8.460,-1.164,0.562,0.491
8.480,-1.130,0.544,0.458
8.500,-1.123,0.556,0.445
8.520,-1.147,0.581,0.458
8.540,-1.059,0.545,0.414
8.560,-1.065,0.568,0.430
8.580,-1.040,0.551,0.410
8.600,-1.018,0.532,0.411
8.620,-1.087,0.567,0.446
8.640,-1.137,0.585,0.456
8.660,-1.200,0.604,0.469
8.680,-1.226,0.610,0.467
8.700,-1.236,0.608,0.447
8.720,-1.291,0.623,0.459
8.740,-1.295,0.617,0.459
8.760,-1.265,0.613,0.451
8.780,-1.220,0.594,0.436
8.800,-1.163,0.567,0.438
8.820,-1.127,0.552,0.439
8.840,-1.131,0.553,0.441
8.860,-1.154,0.565,0.454
8.880,-1.197,0.589,0.472
8.900,-1.250,0.619,0.490
8.920,-1.282,0.634,0.499
8.940,-1.294,0.633,0.495
8.960,-1.327,0.642,0.500
8.980,-1.329,0.640,0.493
9.000,-1.295,0.622,0.466
9.020,-1.249,0.587,0.433
9.040,-1.201,0.566,0.396
9.060,-1.184,0.569,0.372
9.080,-1.157,0.556,0.340
9.100,-1.127,0.539,0.301
9.120,-1.126,0.544,0.275
9.140,-1.120,0.542,0.262
9.160,-1.045,0.511,0.241
9.180,-0.983,0.482,0.221
9.200,-0.965,0.466,0.219
9.220,-0.948,0.447,0.216
9.240,-0.920,0.422,0.222
9.260,-0.853,0.380,0.242
9.280,-0.749,0.320,0.245
9.300,-0.586,0.241,0.210
9.320,-0.442,0.185,0.178
9.340,-0.354,0.161,0.159
9.360,-0.297,0.149,0.123
9.380,-0.228,0.128,0.079
9.400,-0.209,0.126,0.035
9.420,-0.314,0.175,0.060
9.440,-0.355,0.196,0.091
9.460,-0.384,0.203,0.092
9.480,-0.480,0.234,0.105
9.500,-0.559,0.263,0.131
9.520,-0.599,0.275,0.140
9.540,-0.665,0.311,0.175
9.560,-0.787,0.354,0.240
9.580,-0.909,0.397,0.278
9.600,-0.923,0.419,0.239
9.620,-0.938,0.434,0.290
9.640,-1.007,0.469,0.342
9.660,-1.039,0.477,0.362
9.680,-1.114,0.502,0.394
9.700,-1.239,0.557,0.436
9.720,-1.258,0.593,0.459
9.740,-1.136,0.556,0.429
9.760,-1.239,0.604,0.480
9.780,-1.330,0.638,0.515
9.800,-1.391,0.662,0.544
9.820,-1.374,0.656,0.530
9.840,-1.368,0.644,0.501
9.860,-1.436,0.674,0.493
9.880,-1.529,0.715,0.516
9.900,-1.446,0.671,0.487
9.920,-1.336,0.626,0.461
9.940,-1.222,0.591,0.431
9.960,-1.135,0.561,0.413
9.980,-1.050,0.523,0.395
10.000,-1.000,0.501,0.381
10.020,-0.990,0.497,0.384
10.040,-0.991,0.499,0.395
10.060,-1.014,0.509,0.407
10.080,-1.080,0.539,0.436
10.100,-1.147,0.571,0.461
10.120,-1.205,0.598,0.477
10.140,-1.257,0.626,0.491
10.160,-1.293,0.649,0.497
