time,x-acceleration,y-acceleration,z-acceleration
8.220,1.346,0.523,-0.004
8.240,1.335,0.584,-0.021
8.260,1.293,0.633,-0.028
8.280,1.182,0.679,-0.031
8.300,1.143,0.700,-0.025
8.320,1.073,0.720,-0.001
8.340,1.055,0.674,-0.000
8.360,1.060,0.686,-0.018
8.380,1.017,0.648,-0.038
8.400,1.000,0.618,-0.019
8.420,1.000,0.576,-0.023
8.440,1.011,0.542,-0.032
8.460,0.995,0.503,-0.039
8.480,1.011,0.443,-0.025
8.500,1.024,0.385,-0.015
8.520,0.971,0.354,-0.021
8.540,0.913,0.323,-0.003
8.560,0.836,0.312,0.015
8.580,0.828,0.285,0.001
8.600,0.785,0.281,0.006
8.620,0.738,0.279,0.024
8.640,0.677,0.255,0.009
8.660,0.561,0.182,-0.027
8.680,0.405,0.140,-0.012
8.700,0.119,0.151,-0.006
8.720,-0.076,0.177,0.011
8.740,0.034,0.244,-0.391
8.760,-0.395,0.149,-0.199
8.780,-0.371,0.230,0.051
8.800,-0.201,0.214,-0.019
8.820,-0.079,0.189,-0.062
8.840,0.091,0.289,-0.177
8.860,0.205,0.350,-0.218
8.880,0.245,0.157,-0.039
8.900,0.432,0.214,-0.051
8.920,0.412,0.323,-0.047
8.940,0.517,0.315,-0.059
8.960,0.612,0.328,-0.052
8.980,0.629,0.348,-0.032
9.000,0.683,0.361,-0.043
9.020,0.780,0.367,-0.066
9.040,0.770,0.382,-0.027
9.060,0.766,0.391,-0.030
9.080,0.861,0.419,-0.076
9.100,0.929,0.430,-0.073
9.120,0.946,0.417,-0.030
9.140,0.964,0.430,-0.031
9.160,0.973,0.466,-0.083
9.180,0.914,0.494,-0.061
9.200,0.930,0.490,-0.018
9.220,1.029,0.486,0.009
9.240,1.050,0.467,-0.028
9.260,1.025,0.511,-0.033
9.280,0.987,0.538,-0.007
9.300,0.956,0.554,-0.007
9.320,0.892,0.574,-0.023
9.340,0.852,0.599,-0.024
9.360,0.835,0.623,-0.023
9.380,0.913,0.683,-0.043
9.400,1.042,0.734,-0.079
9.420,1.182,0.783,-0.093
9.440,1.367,0.827,-0.057
9.460,1.595,0.859,-0.027
9.480,1.670,0.860,-0.031
9.500,1.651,0.860,-0.008
9.520,1.603,0.850,0.027
9.540,1.529,0.863,0.043
9.560,1.489,0.897,0.038
9.580,1.416,0.895,0.032
9.600,1.385,0.888,0.045
9.620,1.297,0.876,0.024
9.640,1.215,0.800,0.032
9.660,1.147,0.771,0.030
9.680,1.062,0.744,0.011
9.700,1.008,0.726,-0.004
9.720,0.970,0.675,-0.005
9.740,0.938,0.624,0.016
9.760,0.897,0.574,0.015
9.780,0.868,0.534,0.015
9.800,0.831,0.489,0.023
9.820,0.797,0.451,0.037
9.840,0.755,0.421,0.048
9.860,0.719,0.392,0.020
9.880,0.702,0.382,0.020
9.900,0.717,0.396,0.041
9.920,0.700,0.341,0.038
9.940,0.634,0.321,0.015
9.960,0.614,0.291,0.010
9.980,0.506,0.249,0.032
10.000,0.330,0.182,0.006
10.020,0.124,0.151,-0.003
10.040,-0.057,0.142,-0.014
